incident_id,offense_id,offense_code,offense_code_extension,offense_type_id,offense_category_id,first_occurrence_date,last_occurrence_date,reported_date,incident_address,geo_x,geo_y,geo_lon,geo_lat,district_id,precinct_id,neighborhood_id,is_crime,is_traffic,victim_count
2018311326,2018311326299900,2999,0,criminal-mischief-other,public-disorder,5/8/2018 10:00:00 PM,5/9/2018 6:00:00 AM,5/9/2018 10:10:00 AM,3519 W COLFAX AVE,3131088.0,1694986.0,-105.033857,39.7406175,1,121,west-colfax,1,0,1
2019459855,2019459855299900,2999,0,criminal-mischief-other,public-disorder,7/21/2019 10:30:00 PM,7/21/2019 11:00:00 PM,7/22/2019 12:17:00 PM,4778 N PEORIA ST,3183714.0,1711070.0,-104.8463153,39.7838801,5,521,montbello,1,0,1
20216003409,20216003409299900,2999,0,criminal-mischief-other,public-disorder,1/25/2021 12:01:00 AM,2/5/2021 1:40:00 PM,2/5/2021 1:44:00 PM,400 BLK 29TH ST,3147762.0,1700527.0,-104.9744523,39.7555786,2,211,five-points,1,0,1
2020574915,2020574915299900,2999,0,criminal-mischief-other,public-disorder,9/24/2020 8:30:00 PM,,9/24/2020 8:48:00 PM,3131 W 14TH AVE,3132998.0,1694336.0,-105.0270773,39.738806,1,122,west-colfax,1,0,1
2019531340,2019531340299900,2999,0,criminal-mischief-other,public-disorder,8/20/2019 8:00:00 PM,8/21/2019 10:00:00 AM,8/21/2019 1:05:00 PM,14558 E ANDREWS DR,3190106.0,1708375.0,-104.8236438,39.7763535,5,521,montbello,1,0,1
2019506081,2019506081299900,2999,0,criminal-mischief-other,public-disorder,8/10/2019 1:00:00 PM,8/10/2019 3:00:00 PM,8/11/2019 3:25:00 AM,4407 W OHIO AVE,3128238.0,1681035.0,-105.0442402,39.7023588,4,412,westwood,1,0,1
20216003205,20216003205299900,2999,0,criminal-mischief-other,public-disorder,4/4/2020 9:00:00 PM,4/4/2020 11:00:00 PM,2/3/2021 9:47:00 PM,1459 N WOLFF ST,3126802.0,1694574.0,-105.0491049,39.7395458,1,122,west-colfax,1,0,1
201830808,201830808299900,2999,0,criminal-mischief-other,public-disorder,1/13/2018 6:46:00 PM,,1/13/2018 8:05:00 PM,1155 N CHEROKEE ST,3142862.0,1693006.0,-104.9920294,39.7350087,6,611,civic-center,1,0,1
20226016065,20226016065299900,2999,0,criminal-mischief-other,public-disorder,8/8/2022 7:00:00 AM,8/8/2022 7:10:00 AM,8/23/2022 7:50:00 AM,1200 BLOCK W 39TH AVE,3140300.0,1705899.0,-105.000887,39.7704411,1,112,sunnyside,1,0,1
202222149,202222149299900,2999,0,criminal-mischief-other,public-disorder,1/14/2022 4:30:00 PM,,1/14/2022 5:10:00 PM,929 N MARION ST,3148470.0,1691557.0,-104.9721196,39.7309432,6,622,cheesman-park,1,0,1
2020274002,2020274002299900,2999,0,criminal-mischief-other,public-disorder,5/4/2020 11:30:00 PM,,5/5/2020 1:41:00 AM,1800 N DOWNING ST,3148199.0,1696681.0,-104.9729774,39.7450138,6,622,city-park-west,1,0,1
20216014348,20216014348299900,2999,0,criminal-mischief-other,public-disorder,6/30/2021 1:41:00 PM,6/30/2021 1:43:00 PM,7/6/2021 3:54:00 PM,18400 E ELMENDORF DR,3204288.0,1714206.0,-104.7730233,39.7920595,5,522,gateway-green-valley-ranch,1,0,1
20186012432,20186012432299900,2999,0,criminal-mischief-other,public-disorder,12/23/2018 9:30:00 AM,12/23/2018 11:30:00 AM,12/24/2018 11:39:00 AM,238 W 1ST AVE,3142943.0,1686868.0,-104.9918635,39.7181575,3,311,baker,1,0,1
2022337940,2022337940299900,2999,0,criminal-mischief-other,public-disorder,7/4/2022 1:06:00 AM,,7/4/2022 1:06:00 AM,1179 N XANTHIA ST,3172301.0,1693311.0,-104.8873495,39.7353475,2,223,east-colfax,1,0,1
2021479646,2021479646299900,2999,0,criminal-mischief-other,public-disorder,8/21/2021 8:20:00 AM,,8/21/2021 11:10:00 AM,2887 N COLORADO BLVD,3157169.0,1701470.0,-104.9409744,39.7580132,2,213,skyland,1,0,1
20226008151,20226008151299900,2999,0,criminal-mischief-other,public-disorder,5/1/2022 11:45:00 AM,5/1/2022 3:00:00 PM,5/4/2022 10:21:00 AM,1630 WAZEE ST,3140715.0,1699001.0,-104.9995459,39.7514988,6,612,union-station,1,0,1
2018715777,2018715777299900,2999,0,criminal-mischief-other,public-disorder,10/18/2018 8:00:00 PM,10/19/2018 7:00:00 AM,10/19/2018 10:35:00 AM,5085 N CENTRAL PARK BLVD,3173460.0,1713330.0,-104.882745,39.7902809,5,511,central-park,1,0,1
2021489925,2021489925299900,2999,0,criminal-mischief-other,public-disorder,8/25/2021 6:00:00 PM,8/26/2021 7:00:00 AM,8/26/2021 10:51:00 AM,4800 N OAKLAND ST,3182550.0,1711324.0,-104.8504504,39.7846002,5,511,montbello,1,0,1
202187485,202187485299900,2999,0,criminal-mischief-other,public-disorder,2/12/2021 1:01:00 PM,,2/12/2021 2:15:00 PM,1155 N CHEROKEE ST,3142925.0,1692930.0,-104.9918069,39.7347991,6,611,civic-center,1,0,1
2021296559,2021296559299900,2999,0,criminal-mischief-other,public-disorder,5/25/2021 5:30:00 PM,5/26/2021 8:30:00 AM,5/26/2021 9:29:00 AM,3722 CHESTNUT PL,3146815.0,1707045.0,-104.9776871,39.7734865,2,211,five-points,1,0,1
2022519447,2022519447299900,2999,0,criminal-mischief-other,public-disorder,10/7/2022 9:00:00 PM,,10/7/2022 11:26:00 PM,1500 BLOCK E 21ST AVE,3149214.0,1697825.0,-104.9693442,39.748138,6,622,city-park-west,1,0,1
2020693177,2020693177299900,2999,0,criminal-mischief-other,public-disorder,11/25/2020 7:00:00 PM,11/25/2020 7:05:00 PM,11/25/2020 7:48:00 PM,2000 S COLORADO BLVD,3158557.0,1673013.0,-104.9366653,39.6798697,3,314,university-hills,1,0,1
2020245648,2020245648299900,2999,0,criminal-mischief-other,public-disorder,4/22/2020 2:00:00 PM,4/23/2020 7:34:00 AM,4/23/2020 8:31:00 AM,3246 LARIMER ST,3146962.0,1703838.0,-104.9772298,39.7646805,2,211,five-points,1,0,1
20206018930,20206018930299900,2999,0,criminal-mischief-other,public-disorder,12/29/2020 11:15:00 PM,12/29/2020 11:28:00 PM,12/31/2020 1:18:00 PM,1898 S BANNOCK ST,3143611.0,1673817.0,-104.9897495,39.6823193,3,313,overland,1,0,1
20206014128,20206014128299900,2999,0,criminal-mischief-other,public-disorder,10/18/2020 3:58:00 PM,10/18/2020 4:00:00 PM,10/18/2020 7:37:00 PM,3321 W 35TH AVE,3131952.0,1704196.0,-105.0306155,39.7658883,1,113,west-highland,1,0,1
20216014525,20216014525299900,2999,0,criminal-mischief-other,public-disorder,7/11/2021 6:45:00 AM,7/11/2021 7:00:00 AM,7/11/2021 7:51:00 AM,860 N EMERSON ST,3147313.0,1691292.0,-104.9762386,39.7302341,6,623,capitol-hill,1,0,1
202148642,202148642299900,2999,0,criminal-mischief-other,public-disorder,1/24/2021 9:00:00 PM,1/24/2021 11:20:00 PM,1/25/2021 12:31:00 AM,7604 E 29TH AVE,3168845.0,1701367.0,-104.8994483,39.7575259,5,512,central-park,1,0,1
2018213386,2018213386299900,2999,0,criminal-mischief-other,public-disorder,3/31/2018 2:00:00 AM,,3/31/2018 3:50:00 PM,818 17TH ST,3142770.0,1697318.0,-104.9922708,39.7468473,6,611,cbd,1,0,1
2020448445,2020448445299900,2999,0,criminal-mischief-other,public-disorder,7/24/2020 2:53:00 PM,,7/24/2020 3:42:00 PM,1801 WYNKOOP ST,3141088.0,1699975.0,-104.9982002,39.7541669,6,612,union-station,1,0,1
2021684845,2021684845299900,2999,0,criminal-mischief-other,public-disorder,12/5/2021 7:06:00 AM,,12/5/2021 9:49:00 AM,221 N WYANDOT ST,3136607.0,1687734.0,-105.0143699,39.7206299,4,411,valverde,1,0,1
202245007,202245007299900,2999,0,criminal-mischief-other,public-disorder,1/27/2022 10:33:00 PM,,1/27/2022 11:44:00 PM,2789 W COLLEGE AVE,3134481.0,1668896.0,-105.0222797,39.6689462,4,422,college-view-south-platte,1,0,1
202152723,202152723299900,2999,0,criminal-mischief-other,public-disorder,1/27/2021 4:51:00 AM,,1/27/2021 4:51:00 AM,2729 W 28TH AVE,3134580.0,1701111.0,-105.0213251,39.7573818,1,121,jefferson-park,1,0,1
2019819614,2019819614299900,2999,0,criminal-mischief-other,public-disorder,12/30/2019 10:30:00 PM,,12/30/2019 11:14:00 PM,4444 N PECOS ST,3138820.0,1708423.0,-105.0061031,39.7773921,1,112,sunnyside,1,0,1
20186000830,20186000830299900,2999,0,criminal-mischief-other,public-disorder,1/17/2018 6:00:00 PM,1/24/2018 6:00:00 PM,1/25/2018 9:19:00 AM,200 N FILLMORE ST,3153817.0,1687503.0,-104.9531957,39.7197273,3,311,cherry-creek,1,0,1
201955650,201955650299900,2999,0,criminal-mischief-other,public-disorder,1/24/2019 10:30:00 PM,1/25/2019 8:18:00 AM,1/25/2019 8:18:00 AM,3800 BLK N LIPAN ST,3140132.0,1705776.0,-105.001487,39.770106,1,112,sunnyside,1,0,1
2022251341,2022251341299900,2999,0,criminal-mischief-other,public-disorder,5/18/2022 5:00:00 PM,5/19/2022 11:00:00 AM,5/19/2022 12:17:00 PM,1381 N FOREST ST,3161080.0,1694175.0,-104.9272276,39.7379203,2,222,hale,1,0,1
20216023161,20216023161299900,2999,0,criminal-mischief-other,public-disorder,11/19/2021 12:45:00 PM,11/19/2021 12:45:00 PM,11/19/2021 12:56:00 PM,1625 N MARION ST,3148343.0,1695682.0,-104.9724859,39.7422691,6,622,city-park-west,1,0,1
2021497890,2021497890299900,2999,0,criminal-mischief-other,public-disorder,8/29/2021 9:50:00 PM,,8/29/2021 10:32:00 PM,308 E COLFAX AVE,3145321.0,1694797.0,-104.98325,39.7398873,6,623,capitol-hill,1,0,1
2019167534,2019167534299900,2999,0,criminal-mischief-other,public-disorder,3/11/2019 10:00:00 AM,3/16/2019 10:00:00 AM,3/16/2019 7:15:00 PM,1340 N EMERSON ST,3147324.0,1693997.0,-104.976144,39.7376596,6,623,capitol-hill,1,0,1
2020529492,2020529492299900,2999,0,criminal-mischief-other,public-disorder,9/1/2020 3:30:00 PM,9/1/2020 3:30:00 PM,9/1/2020 4:05:00 PM,630 S TEJON ST,3137694.0,1682192.0,-105.0106119,39.7054,4,412,athmar-park,1,0,1
2018630457,2018630457299900,2999,0,criminal-mischief-other,public-disorder,9/14/2018 8:15:00 AM,,9/14/2018 8:25:00 AM,1395 S SANTA FE DR,3142728.0,1677041.0,-104.9928228,39.6911835,3,313,overland,1,0,1
2021306196,2021306196299900,2999,0,criminal-mischief-other,public-disorder,5/30/2021 4:04:00 PM,,5/30/2021 7:28:00 PM,1580 N LOGAN ST,3145678.0,1695337.0,-104.9819696,39.7413641,6,621,north-capitol-hill,1,0,1
2022405929,2022405929299900,2999,0,criminal-mischief-other,public-disorder,8/9/2022 4:07:00 AM,,8/9/2022 5:51:00 AM,1450 GLENARM PL,3142895.0,1695682.0,-104.9918589,39.7423543,6,611,cbd,1,0,1
2018423450,2018423450299900,2999,0,criminal-mischief-other,public-disorder,6/24/2018 9:16:00 AM,,6/24/2018 11:17:00 AM,490 W COLFAX AVE,3142418.0,1694739.0,-104.9935737,39.7397729,6,611,civic-center,1,0,1
2019411542,2019411542299900,2999,0,criminal-mischief-other,public-disorder,7/2/2019 2:04:00 AM,,7/2/2019 3:47:00 AM,3100 S SHERIDAN BLVD,3126090.0,1663710.0,-105.0521776,39.6548266,4,423,harvey-park-south,1,0,1
2019598690,2019598690299900,2999,0,criminal-mischief-other,public-disorder,9/18/2019 7:23:00 PM,,9/18/2019 11:09:00 PM,5100 W DARTMOUTH AVE,3126761.0,1664241.0,-105.0497852,39.6562753,4,423,harvey-park-south,1,0,1
2019612918,2019612918299900,2999,0,criminal-mischief-other,public-disorder,9/24/2019 12:00:00 PM,9/24/2019 8:00:00 PM,9/24/2019 8:38:00 PM,2685 S DAYTON WAY,3175863.0,1668594.0,-104.8752889,39.6674279,3,323,hampden,1,0,1
2018356455,2018356455299900,2999,0,criminal-mischief-other,public-disorder,5/27/2018 5:33:00 PM,,5/27/2018 5:59:00 PM,N CHANDLER WAY / N CRYSTAL ST,3190622.0,1713490.0,-104.8216721,39.7903842,5,521,montbello,1,0,1
2021155991,2021155991299900,2999,0,criminal-mischief-other,public-disorder,3/18/2021 1:48:00 PM,,3/18/2021 8:19:00 PM,2000 N VALENTIA ST,3171149.0,1697944.0,-104.8913352,39.7480871,5,512,central-park,1,0,1
2019759610,2019759610299900,2999,0,criminal-mischief-other,public-disorder,12/1/2019 5:19:00 PM,,12/1/2019 5:19:00 PM,2110 S BROADWAY ST,3144412.0,1672328.0,-104.9869335,39.6782193,3,313,rosedale,1,0,1
2022423113,2022423113299900,2999,0,criminal-mischief-other,public-disorder,8/17/2022 8:00:00 PM,8/18/2022 7:30:00 AM,8/18/2022 8:18:00 AM,2590 N WASHINGTON ST,3146801.0,1700057.0,-104.9778798,39.7543036,2,211,five-points,1,0,1
2021223908,2021223908299900,2999,0,criminal-mischief-other,public-disorder,4/21/2021 8:00:00 AM,4/21/2021 8:30:00 AM,4/21/2021 9:24:00 AM,3219 N OSAGE ST,3138989.0,1702968.0,-105.0056075,39.7624148,1,113,highland,1,0,1
2020556923,2020556923299900,2999,0,criminal-mischief-other,public-disorder,9/15/2020 11:53:00 PM,,9/16/2020 12:16:00 AM,523 E 12TH AVE,3146195.0,1693142.0,-104.9801758,39.7353303,6,623,capitol-hill,1,0,1
2022487162,2022487162299900,2999,0,criminal-mischief-other,public-disorder,9/21/2022 12:15:00 AM,9/21/2022 12:36:00 AM,9/21/2022 1:05:00 AM,2015 E 17TH AVE,3151000.0,1696099.0,-104.963029,39.7433711,6,622,city-park-west,1,0,1
2021464810,2021464810299900,2999,0,criminal-mischief-other,public-disorder,8/14/2021 3:44:00 AM,,8/14/2021 6:10:00 AM,3222 E 1ST AVE,3154896.0,1686609.0,-104.9493793,39.7172552,3,311,cherry-creek,1,0,1
2020372674,2020372674299900,2999,0,criminal-mischief-other,public-disorder,6/19/2020 12:40:00 AM,6/19/2020 12:50:00 AM,6/19/2020 12:50:00 AM,1438 ARAPAHOE ST,3141421.0,1697158.0,-104.9970713,39.7464287,6,611,cbd,1,0,1
2018488563,2018488563299900,2999,0,criminal-mischief-other,public-disorder,7/19/2018 9:00:00 AM,,7/19/2018 12:25:00 PM,2519 LAWRENCE ST,3144648.0,1701192.0,-104.9855143,39.7574531,2,211,five-points,1,0,1
2020712361,2020712361299900,2999,0,criminal-mischief-other,public-disorder,12/7/2020 4:15:00 AM,,12/7/2020 4:38:00 AM,1590 N UTICA ST,3127950.0,1695471.0,-105.0450068,39.7419926,1,121,west-colfax,1,0,1
2022290603,2022290603299900,2999,0,criminal-mischief-other,public-disorder,6/9/2022 2:30:00 AM,6/9/2022 3:06:00 AM,6/9/2022 3:24:00 AM,2725 W 21ST AVE,3134612.0,1698052.0,-105.0212686,39.7489839,1,121,jefferson-park,1,0,1
2020635651,2020635651299900,2999,0,criminal-mischief-other,public-disorder,10/25/2020 7:20:00 PM,,10/25/2020 8:26:00 PM,1555 N HUMBOLDT ST,3149017.0,1695126.0,-104.9701008,39.740732,6,622,city-park-west,1,0,1
2020389753,2020389753299900,2999,0,criminal-mischief-other,public-disorder,5/29/2020 10:30:00 PM,,5/29/2020 10:30:00 PM,1400 BLOCK N BROADWAY ST,3144179.0,1694556.0,-104.9873156,39.7392434,6,623,capitol-hill,1,0,1
20216002587,20216002587299900,2999,0,criminal-mischief-other,public-disorder,1/21/2021 5:37:00 AM,1/21/2021 5:50:00 AM,1/26/2021 2:00:00 PM,6930 E GIRARD AVE,3167064.0,1663778.0,-104.906656,39.6543687,3,323,hampden,1,0,1
2021314744,2021314744299900,2999,0,criminal-mischief-other,public-disorder,6/3/2021 8:53:00 PM,,6/3/2021 10:16:00 PM,700 BLK 14TH ST,3141984.0,1695887.0,-104.9950943,39.742931,6,611,cbd,1,0,1
2021390158,2021390158299900,2999,0,criminal-mischief-other,public-disorder,7/9/2021 1:23:00 AM,,7/9/2021 3:06:00 AM,629 E COLFAX AVE,3146509.0,1694898.0,-104.9790236,39.7401459,6,621,north-capitol-hill,1,0,1
2020541017,2020541017299900,2999,0,criminal-mischief-other,public-disorder,9/7/2020 10:00:00 AM,,9/7/2020 3:35:00 PM,1823 STOUT ST,3143273.0,1697934.0,-104.9904698,39.7485306,6,611,cbd,1,0,1
2021415061,2021415061299900,2999,0,criminal-mischief-other,public-disorder,7/19/2021 7:00:00 PM,7/21/2021 10:20:00 AM,7/21/2021 10:20:00 AM,5025 N BROADWAY ST,3143949.0,1712307.0,-104.9877775,39.7879763,1,112,globeville,1,0,1
2021716885,2021716885299900,2999,0,criminal-mischief-other,public-disorder,12/23/2021 9:19:00 AM,,12/23/2021 11:25:00 AM,4040 E 8TH AVE,3157597.0,1690888.0,-104.9396843,39.7289566,2,222,hale,1,0,1
2019335660,2019335660299900,2999,0,criminal-mischief-other,public-disorder,5/29/2019 7:20:00 PM,,5/29/2019 7:58:00 PM,1295 N YORK ST,3151827.0,1693663.0,-104.9601396,39.7366704,6,622,cheesman-park,1,0,1
20206006653,20206006653299900,2999,0,criminal-mischief-other,public-disorder,6/3/2020 1:30:00 AM,6/3/2020 1:35:00 AM,6/3/2020 9:47:00 AM,1655 N GRANT ST,3145105.0,1695865.0,-104.9839965,39.7428225,6,621,north-capitol-hill,1,0,1
2018206602,2018206602299900,2999,0,criminal-mischief-other,public-disorder,3/12/2018 8:00:00 AM,3/28/2018 8:00:00 AM,3/28/2018 4:00:00 PM,3284 N NEWTON ST,3130272.0,1703380.0,-105.0366064,39.7636719,1,113,west-highland,1,0,1
2021334418,2021334418299900,2999,0,criminal-mischief-other,public-disorder,6/13/2021 2:30:00 AM,,6/13/2021 2:33:00 AM,1331 N SPEER BLVD,3141191.0,1693918.0,-104.9979529,39.7375378,1,123,lincoln-park,1,0,1
2018142420,2018142420299900,2999,0,criminal-mischief-other,public-disorder,2/28/2018 6:00:00 PM,3/1/2018 6:00:00 AM,3/1/2018 11:16:00 AM,4751 N FOX ST,3142133.0,1710160.0,-104.9942819,39.7821104,1,112,globeville,1,0,1
